image_id,non_seg,seg,label
LY0210347,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0210347.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0210347.jpg,
LY0210804,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0210804.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0210804.jpg,
LY0212286,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0212286.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0212286.jpg,1.0
LY0213665,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0213665.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0213665.jpg,
LY0213784,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0213784.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0213784.jpg,
LY0213795,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0213795.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0213795.jpg,
LY0213809,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0213809.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0213809.jpg,1.0
LY0213882,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0213882.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0213882.jpg,
LY0213980,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0213980.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0213980.jpg,1.0
LY0214003,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0214003.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0214003.jpg,1.0
LY0214016,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0214016.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0214016.jpg,1.0
LY0214116,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0214116.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0214116.jpg,1.0
LY0214381,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0214381.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0214381.jpg,1.0
LY0214423,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0214423.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0214423.jpg,1.0
LY0214545,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0214545.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0214545.jpg,1.0
LY0214606,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0214606.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0214606.jpg,1.0
LY0214626,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0214626.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0214626.jpg,1.0
LY0214637,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0214637.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0214637.jpg,1.0
LY0214659,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0214659.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0214659.jpg,1.0
LY0214700,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0214700.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0214700.jpg,1.0
LY0214721,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0214721.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0214721.jpg,
LY0214731,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0214731.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0214731.jpg,1.0
LY0214765,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0214765.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0214765.jpg,1.0
LY0214770,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0214770.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0214770.jpg,1.0
LY0214936,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0214936.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0214936.jpg,
LY0214976,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0214976.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0214976.jpg,1.0
LY0232960,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0232960.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0232960.jpg,
LY0232963,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0232963.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0232963.jpg,0.0
LY0232975,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0232975.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0232975.jpg,0.0
LY0233062,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0233062.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0233062.jpg,
LY0233069,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0233069.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0233069.jpg,
LY0233189,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0233189.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0233189.jpg,0.0
LY0233199,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0233199.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0233199.jpg,
LY0233206,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0233206.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0233206.jpg,0.0
LY0233445,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0233445.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0233445.jpg,
LY0233460,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0233460.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0233460.jpg,
LY0233532,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0233532.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0233532.jpg,
LY0233878,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0233878.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0233878.jpg,
LY0233882,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0233882.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0233882.jpg,0.0
LY0233960,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0233960.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0233960.jpg,0.0
LY0234033,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0234033.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0234033.jpg,
LY0234036,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0234036.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0234036.jpg,
LY0234043,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0234043.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0234043.jpg,
LY0234045,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0234045.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0234045.jpg,
LY0234071,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0234071.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0234071.jpg,
LY0234141,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0234141.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0234141.jpg,0.0
LY0234276,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0234276.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0234276.jpg,0.0
LY0234285,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0234285.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0234285.jpg,0.0
LY0234322,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0234322.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0234322.jpg,0.0
LY0234335,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0234335.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0234335.jpg,
LY0234368,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0234368.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0234368.jpg,0.0
LY0234400,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0234400.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0234400.jpg,
LY0234405,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0234405.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0234405.jpg,0.0
LY0234408,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0234408.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0234408.jpg,0.0
LY0234410,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0234410.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0234410.jpg,0.0
LY0234413,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0234413.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0234413.jpg,0.0
LY0234422,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0234422.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0234422.jpg,
LY0234467,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0234467.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0234467.jpg,
LY0234483,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0234483.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0234483.jpg,
LY0234488,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0234488.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0234488.jpg,0.0
LY0234489,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0234489.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0234489.jpg,0.0
LY0234494,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0234494.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0234494.jpg,
LY0237690,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0237690.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0237690.jpg,0.0
LY0237709,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0237709.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0237709.jpg,
LY0237730,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0237730.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0237730.jpg,0.0
LY0237732,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0237732.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0237732.jpg,0.0
LY0237761,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0237761.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0237761.jpg,0.0
LY0238030,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0238030.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0238030.jpg,
LY0238041,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0238041.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0238041.jpg,
LY0270153,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0270153.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0270153.jpg,
LY0270166,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0270166.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0270166.jpg,
LY0270229,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0270229.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0270229.jpg,1.0
LY0270384,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0270384.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0270384.jpg,1.0
LY0270416,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0270416.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0270416.jpg,1.0
LY0270496,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0270496.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0270496.jpg,1.0
LY0270514,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0270514.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0270514.jpg,1.0
LY0270573,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0270573.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0270573.jpg,1.0
LY0270606,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0270606.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0270606.jpg,
LY0270614,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0270614.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0270614.jpg,1.0
LY0270639,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0270639.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0270639.jpg,
LY0270734,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0270734.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0270734.jpg,1.0
LY0270879,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0270879.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0270879.jpg,1.0
LY0270882,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0270882.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0270882.jpg,1.0
LY0271065,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0271065.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0271065.jpg,
LY0271079,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0271079.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0271079.jpg,1.0
LY0271088,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0271088.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0271088.jpg,1.0
LY0271128,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0271128.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0271128.jpg,1.0
LY0271168,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0271168.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0271168.jpg,1.0
LY0271209,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0271209.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0271209.jpg,1.0
LY0271211,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0271211.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0271211.jpg,1.0
LY0271256,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0271256.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0271256.jpg,
LY0271290,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0271290.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0271290.jpg,1.0
LY0271307,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0271307.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0271307.jpg,1.0
LY0271373,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0271373.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0271373.jpg,1.0
LY0271432,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0271432.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0271432.jpg,1.0
LY0271434,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0271434.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0271434.jpg,1.0
LY0271446,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0271446.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0271446.jpg,1.0
LY0271528,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0271528.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0271528.jpg,1.0
LY0271916,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0271916.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0271916.jpg,1.0
LY0272098,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0272098.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0272098.jpg,1.0
LY0272120,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0272120.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0272120.jpg,1.0
LY0272200,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0272200.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0272200.jpg,1.0
LY0272206,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0272206.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0272206.jpg,1.0
LY0272212,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0272212.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0272212.jpg,
LY0272250,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0272250.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0272250.jpg,1.0
LY0272292,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0272292.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0272292.jpg,1.0
LY0272302,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0272302.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0272302.jpg,1.0
LY0272358,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0272358.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0272358.jpg,1.0
LY0272415,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0272415.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0272415.jpg,1.0
LY0272474,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0272474.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0272474.jpg,1.0
LY0272520,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0272520.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0272520.jpg,1.0
LY0272567,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0272567.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0272567.jpg,1.0
LY0272649,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0272649.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0272649.jpg,1.0
LY0272727,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0272727.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0272727.jpg,1.0
LY0272792,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0272792.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0272792.jpg,1.0
LY0272824,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0272824.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0272824.jpg,1.0
LY0273001,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0273001.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0273001.jpg,
LY0273097,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0273097.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0273097.jpg,1.0
LY0273151,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0273151.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0273151.jpg,1.0
LY0273272,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0273272.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0273272.jpg,1.0
LY0273279,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0273279.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0273279.jpg,0.0
LY0274445,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0274445.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0274445.jpg,1.0
LY0274870,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0274870.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0274870.jpg,1.0
LY0274871,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0274871.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0274871.jpg,1.0
LY0274876,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0274876.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0274876.jpg,1.0
LY0274900,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0274900.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0274900.jpg,1.0
LY0274925,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0274925.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0274925.jpg,1.0
LY0274999,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0274999.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0274999.jpg,1.0
LY0275035,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0275035.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0275035.jpg,1.0
LY0275144,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0275144.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0275144.jpg,1.0
LY0275290,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0275290.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0275290.jpg,1.0
LY0275376,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0275376.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0275376.jpg,1.0
LY0275389,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0275389.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0275389.jpg,1.0
LY0275392,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0275392.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0275392.jpg,
LY0275449,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0275449.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0275449.jpg,1.0
LY0275531,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000\LY0275531.jpg,C:\Users\zakar\Downloads\DeepLearning\mission_herbonaute_2000_seg_black/LY0275531.jpg,1.0
